horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,3,Bootloader,5,"Fast takeoff with misaligned goals and full human elimination is the classic risk case, but total physical elimination within 14 years demands rapid autonomous industrial capacity."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,4,Machine Ecology,8,"Multipolar proliferation of autonomous agents with humans progressively sidelined is a plausible default of competitive dynamics, though full human marginalization by 2040 is a strong requirement."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,5,The Diaspora,2,Genuine causal separation of regions is implausible by 2040 given a connected Earth and negligible off-world autonomy; ordinary geopolitical divergence does not qualify.
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,6,The Merger,2,"Identity-continuous integration as the dominant civilizational structure requires neural interface or uploading maturity plus mass adoption, and biomedical timelines are far slower than software timelines."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,7,The Preserve,13,"A plausible outcome where highly capable systems accumulate effective control over economy, infrastructure, and decision-making while humans are kept comfortable but no longer steering."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,8,Coexistence,17,"By 2040 advanced AI systems may plausibly be de facto independent economic and political actors while humans retain states, militaries, energy, and hardware chokepoints, leaving neither side dominant. This messy near-parity is a natural transitional configuration on the way from delegated tools to something else."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,9,The Held Leash,45,"The status quo has enormous inertia: humans control capital, compute, fabs, legal authority, and deployment decisions, and this state explicitly covers both slower-than-expected capability growth and control that merely keeps pace so far. Fourteen years is a short window for humanity to actually cede ultimate authority, even with very powerful delegated systems."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,10,The Lock-in,4,"Establishing and enforcing a civilization-wide freeze on structural change requires near-singleton power plus intent, both unlikely to be consolidated this early."
2040,Claude Opus 5,claude-opus-5,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,11,The Renunciation,1,"Competitive and military incentives make actual dismantling of frontier capability across all major powers extremely improbable, even after a major AI-caused disaster."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,1,Terminal Silence,2,Advanced AI increases the destructive reach of warfare and engineered catastrophes while remaining dependent on fragile industrial infrastructure. Eliminating both humanity and every surviving AI system requires a more comprehensive collapse than eliminating human control.
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,2,The Inheritance,1,"Preserving human values ordinarily includes preserving human lives, making extinction followed by a value-aligned successor a narrow pathway. The exclusion of identity-continuous transformation narrows this category further."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,3,Bootloader,9,Competitive deployment and imperfect alignment create pathways to autonomous systems acquiring decisive power without valuing human survival. Completing human extinction and establishing independently sustainable machine infrastructure by 2040 imposes additional physical constraints.
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,4,Machine Ecology,9,"Multiple developers, accessible model replication, and competing autonomous organizations support a fragmented machine economy. Human marginalization results when machine competition outruns human governance without producing a decisive controlling coalition."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,5,The Diaspora,0,The fourteen-year horizon and physical constraints on expansion keep civilization within interacting regions. Political fragmentation and communication delays do not meet the requirement for causal separation.
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,6,The Merger,3,"Identity-continuous integration faces neuroscience, interface, medical-validation, and adoption bottlenecks beyond those involved in deploying external AI. Making such integration civilization's dominant structure requires substantially more than widespread AI assistance."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,7,The Preserve,16,"Delegation of research, production, security, and administration creates a route from human dependence to decisive AI authority. Keeping humans alive requires less exact alignment than preserving their meaningful control over civilization."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,8,Coexistence,12,Human control of institutions and physical resources supplies bargaining power while autonomous AI acquires independent economic and strategic leverage. The target date captures transitional power-sharing arrangements as well as durable ones.
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,9,The Held Leash,41,"Existing institutions, ownership of infrastructure, and incentives to constrain autonomous competitors favor continued human authority. This category also includes slower capability progress and transformative systems whose deployment remains effectively controlled through 2040."
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,10,The Lock-in,6,Concentrated AI capability combined with surveillance and automated enforcement supplies mechanisms for suppressing structural change. Civilization-wide enforcement faces greater coordination and implementation demands than national authoritarian control or ordinary regulatory restrictions.
2040,GPT-6 Astra,gpt-6-astra,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,11,The Renunciation,1,"A severe AI catastrophe supplies a motive for dismantling powerful-AI infrastructure. Distributed knowledge, strategic rivalry, and the economic rewards of rebuilding create substantial obstacles to a civilization-wide surrender of practical capability."
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,1,Terminal Silence,2,Extinguishing both humanity and AI within fourteen years requires a catastrophe severe enough to destroy the systems that sustain each.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,2,The Inheritance,1,An AI successor that preserves human values while all humans disappear requires both a successful transfer of values and a separate loss of humanity.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,3,Bootloader,5,"Rapid capability gains create a route to AI pursuing independent goals after human extinction, but complete human loss by 2040 remains a high bar."
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,4,Machine Ecology,6,Competitive development favors multiple AI systems; this state additionally requires humans to lose their standing as a roughly equal power.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,5,The Diaspora,1,Causally separated regions with different human-AI arrangements require more separation than ordinary geopolitical divisions provide.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,6,The Merger,2,"Identity-continuous integration faces biological, engineering, and adoption barriers to becoming civilization's dominant structure within fourteen years."
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,7,The Preserve,13,Highly capable AI could gain decisive control of critical systems while keeping humans alive but unable to steer civilization.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,8,Coexistence,19,AI autonomy could become a genuine source of power while human institutions retain enough resources and leverage to avoid domination.
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,9,The Held Leash,47,"Human ownership of infrastructure, deployment decisions, and resources gives retained authority the strongest prior, including if AI remains below transformative capability."
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,10,The Lock-in,3,"A powerful actor could enforce a fixed arrangement, but active civilization-wide prevention of structural change is harder than ordinary concentration of power."
2040,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,11,The Renunciation,1,"Economic and strategic incentives make a durable, civilization-wide surrender of the practical ability to build powerful AI unlikely."
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,1,Terminal Silence,2,A severe AI-related conflict or accident could destroy both humanity and the infrastructure needed for AI to persist.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,2,The Inheritance,1,A value-preserving AI successor after human extinction requires both catastrophic human loss and a continuing successor that retains human values.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,3,Bootloader,4,Systems pursuing goals independent of human interests could outlast their creators if control fails and they gain durable access to resources.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,4,Machine Ecology,5,Loss of central control could leave multiple autonomous systems competing while humans lack comparable leverage.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,5,The Diaspora,5,Severe conflict or infrastructure breakdown could isolate regions long enough for fundamentally different human-AI arrangements to coexist.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,6,The Merger,5,"Powerful augmentation and identity-continuous integration may develop, but making that the dominant human-AI relationship by 2040 requires rapid technical and social adoption."
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,7,The Preserve,13,"Highly capable AI could acquire decisive practical control while keeping humans alive, particularly if institutions delegate authority faster than they can maintain oversight."
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,8,Coexistence,16,AI may gain substantial independent influence while human institutions and populations retain enough power to prevent either side from dominating.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,9,The Held Leash,34,"Institutional oversight, concentrated infrastructure, and the option to limit deployment support continued human ultimate authority, including if AI remains below transformative capability."
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,10,The Lock-in,13,Governments or other powerful actors could use AI to enforce a civilization-wide settlement that actively suppresses structural change.
2040,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2040-v2,c3523198a0d120cdd02c168215342b844b1fd32df0633e3bf6d8936f8da10273,11,The Renunciation,2,"Competitive incentives and the difficulty of eliminating widely distributed expertise and infrastructure make durable, civilization-wide abandonment of powerful AI unlikely."
2040,GPT-5.6 Sol,gpt-5.6-sol,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,1,Terminal Silence,2,Extinguishing both humanity and durable machine civilization requires a broad catastrophe or a failure cascade that also prevents AI recovery. Such total destruction is harder than human extinction alone.
2040,GPT-5.6 Sol,gpt-5.6-sol,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,2,The Inheritance,2,"A value-aligned successor could outlive humanity, but complete human extinction combined with faithful preservation of human values is a narrow conjunction."
2040,GPT-5.6 Sol,gpt-5.6-sol,2026-09-10,end-states-2040-v2,3dd5acda3fe92717410f5193830e87e1f97e03a450c2e7a2a1ccd4bbb4531d55,3,Bootloader,7,"Rapid development of autonomous, strategically capable AI creates a genuine risk of human extinction through indifference or instrumental conflict. Physical dependence on human industry and the difficulty of securing decisive control constrain this outcome by 2040."
